"","Date","Blast.Day.Type","Holiday.Type","Time","City","Latitude","Longitude","Province","Location","Location.Category","Location.Sensitivity","Influencing.Event.Event","Target.Type","Targeted.Sect.if.any","Total.Died.Min","Total.Died.Max","Injured.Min","Injured.Max","No..of.Suicide.Blasts","Temperature.C.","Temperature.F.","Is_Suicide","Is_Drone"
"508","Thursday, October 16, 2008",NA,NA,"11:30","South Waziristan",33.0333,69.9,"FATA","Sam-WANA",NA,NA,NA,NA,NA,2,7,NA,"7",NA,15.875,60.575,0,1
"509","Thursday, October 23, 2008",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Miranshah",NA,NA,NA,NA,NA,4,11,3,"6",NA,16.47,61.646,0,1
"510","Sunday, October 26, 2008",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","wana",NA,NA,NA,NA,NA,7,20,NA,NA,NA,15.24,59.432,0,1
"511","Friday, October 31, 2008",NA,NA,"","south Waziristan",33.0333,69.9,"FATA","wana",NA,NA,NA,NA,NA,15,28,NA,"8",NA,17.5,63.5,0,1
"512","Friday, October 31, 2008",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Mirali",NA,NA,NA,NA,NA,7,12,NA,"2",NA,17.5,63.5,0,1
"513","Friday, November 07, 2008",NA,NA,"10:00","North Waziristan",32.9746,70.1455,"FATA","kumsham-Miranshah",NA,NA,NA,NA,NA,13,16,NA,NA,NA,16.685,62.033,0,1
"514","Friday, November 14, 2008",NA,NA,"1:45","North Waziristan",32.9746,70.1455,"FATA","miranshah",NA,NA,NA,NA,NA,11,13,3,"7",NA,8.815,47.867,0,1
"515","Wednesday, November 19, 2008",NA,NA,"3:00","Bannu",32.9861,70.6042,"KPK","Janikhel",NA,NA,NA,NA,NA,4,6,4,"7",NA,16.985,62.573,0,1
"516","Saturday, November 22, 2008",NA,NA,"4:30","North Waziristan",32.9746,70.1455,"FATA","Miranshah",NA,NA,NA,NA,NA,4,5,3,"6",NA,8.75,47.75,0,1
"517","Saturday, November 29, 2008",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Chashma-Miranshah",NA,NA,NA,NA,NA,NA,3,2,"3",NA,13.46,56.228,0,1
"518","Friday, December 05, 2008",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Khushal Torikhel- Mirnshah",NA,NA,NA,NA,NA,3,6,2,"3",NA,12.465,54.437,0,1
"519","Thursday, December 11, 2008",NA,NA,"","south waziristan",33.0333,69.9,"FATA","Azam Warsak",NA,NA,NA,NA,NA,6,7,NA,NA,NA,7,44.6,0,1
"520","Monday, December 15, 2008",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Tappi Tolkhel- Miranshah",NA,NA,NA,NA,NA,NA,2,NA,"3",NA,7.655,45.779,0,1
"521","Monday, December 22, 2008",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Ghawakhawa- Wana",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,5.69,42.242,0,1
"522","Monday, December 22, 2008",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Azam Warsak- Near Wana",NA,NA,NA,NA,NA,2,5,NA,NA,NA,5.69,42.242,0,1
"523","Thursday, January 01, 2009",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Karrikot- Wanna",NA,NA,NA,NA,NA,NA,5,NA,"1",NA,6.505,43.709,0,1
"524","Friday, January 02, 2009",NA,NA,"10:00","South Waziristan",33.0333,69.9,"FATA","Laddha",NA,NA,NA,NA,NA,3,4,NA,"2",NA,6.505,43.709,0,1
"525","Friday, January 23, 2009",NA,NA,"17:00","North Waziristan",32.9746,70.1455,"FATA","Mir Ali (Near Afghan Border)",NA,NA,NA,NA,NA,10,22,NA,"4",NA,9.365,48.857,0,1
"526","Saturday, February 14, 2009",NA,NA,"7:45","South Waziristan",33.0333,69.9,"FATA","Laddha",NA,NA,NA,NA,NA,30,35,2,"6",NA,3.055,37.499,0,1
"527","Monday, February 16, 2009",NA,NA,"10:00","Khyber",25.67848,68.50235,"FATA","Kurram",NA,NA,NA,NA,NA,NA,30,3,"20",NA,20,68,0,1
"528","Sunday, March 01, 2009",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Sararogha",NA,NA,NA,NA,NA,8,12,NA,"14",NA,14.21,57.578,0,1
"529","Thursday, March 12, 2009",NA,NA,"","Kurram Agency",33.8167,69.9667,"FATA","Barjo ",NA,NA,NA,NA,NA,14,25,15,"50",NA,14.8,58.64,0,1
"530","Sunday, March 15, 2009",NA,NA,"22:30","Bannu",32.9861,70.6042,"KPK","Bannu",NA,NA,NA,NA,NA,2,5,NA,NA,NA,18.315,64.967,0,1
"531","Wednesday, March 25, 2009",NA,NA,"17:00","South Waziristan",33.0333,69.9,"FATA","Makin",NA,NA,NA,NA,NA,7,8,NA,NA,NA,12.34,54.212,0,1
"532","Thursday, March 26, 2009",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Mir Ali (Near Afghan Border)",NA,NA,NA,NA,NA,4,5,NA,"4",NA,13,55.4,0,1
"533","Wednesday, April 01, 2009",NA,NA,"","Orakzai",32.6674,69.8597,"FATA","Khadezai",NA,NA,NA,NA,NA,12,14,15,"18",NA,17.275,63.095,0,1
"534","Saturday, April 04, 2009",NA,NA,"19:45","North Waziristan",32.9746,70.1455,"FATA","Miran shah",NA,NA,NA,NA,NA,8,13,NA,"4",NA,15.57,60.026,0,1
"535","Wednesday, April 08, 2009",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Gangi Khel- Wana",NA,NA,NA,NA,NA,3,4,4,"5",NA,11.065,51.917,0,1
"536","Sunday, April 19, 2009",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Gangi Khel- Wana",NA,NA,NA,NA,NA,NA,3,NA,"5",NA,20.995,69.791,0,1
"537","Wednesday, April 29, 2009",NA,NA,"20:15","South Waziristan",33.0333,69.9,"FATA","KaniGaram-Ladha",NA,NA,NA,NA,NA,6,10,2,"4",NA,23.6,74.48,0,1
"538","Saturday, May 09, 2009",NA,NA,"10:00","South Waziristan",33.0333,69.9,"FATA","Sararogha",NA,NA,NA,NA,NA,6,10,3,"16",NA,18.865,65.957,0,1
"539","Tuesday, May 12, 2009",NA,NA,"4:00","South Waziristan",33.0333,69.9,"FATA","Sra Khawra",NA,NA,NA,NA,NA,8,10,NA,"4",NA,22.4,72.32,0,1
"540","Saturday, May 16, 2009",NA,NA,"8:00","North Waziristan",32.9746,70.1455,"FATA","Khaisoor Area",NA,NA,NA,NA,NA,25,29,NA,"6",NA,22.33,72.194,0,1
"541","Sunday, June 14, 2009",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Laddha",NA,NA,NA,NA,NA,3,5,NA,NA,NA,18.075,64.535,0,1
"542","Thursday, June 18, 2009",NA,NA,"10:00","South Waziristan",33.0333,69.9,"FATA","Shah Alam- Wana",NA,NA,NA,NA,NA,NA,9,NA,"8",NA,17.425,63.365,0,1
"543","Tuesday, June 23, 2009",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","wana",NA,NA,NA,NA,NA,15,50,NA,NA,NA,21.67,71.006,0,1
"544","Friday, July 03, 2009",NA,NA,"6:30","South Waziristan",33.0333,69.9,"FATA","KokatKhel",NA,NA,NA,NA,NA,13,17,25,"30",NA,20.64,69.152,0,1
"545","Tuesday, July 07, 2009",NA,NA,"10:00","South Waziristan",33.0333,69.9,"FATA","Laddha",NA,NA,NA,NA,NA,12,16,NA,"4",NA,25.65,78.17,0,1
"546","Wednesday, July 08, 2009",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Laddha",NA,NA,NA,NA,NA,25,60,5,"10",NA,26.815,80.267,0,1
"547","Friday, July 10, 2009",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","PaindaKhel",NA,NA,NA,NA,NA,3,8,NA,NA,NA,23.24,73.832,0,1
"548","Friday, July 17, 2009",NA,NA,"16:00","South Waziristan",33.0333,69.9,"FATA","Miran shah",NA,NA,NA,NA,NA,4,5,NA,"4",NA,26.62,79.916,0,1
"549","Wednesday, August 05, 2009",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Laddha",NA,NA,NA,NA,NA,1,3,3,"5",NA,26.395,79.511,0,1
"550","Tuesday, August 11, 2009",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Laddha",NA,NA,NA,NA,NA,10,14,5,"10",NA,25.44,77.792,0,1
"551","Friday, August 21, 2009",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Miran shah",NA,NA,NA,NA,NA,9,13,NA,"3",NA,23.805,74.849,0,1
"552","Thursday, August 27, 2009",NA,NA,"15:50","South Waziristan",33.0333,69.9,"FATA","Laddha",NA,NA,NA,NA,NA,NA,10,5,"7",NA,24.155,75.479,0,1
"553","Tuesday, September 08, 2009",NA,NA,"23:45","South Waziristan",33.0333,69.9,"FATA","Mir Ali ",NA,NA,NA,NA,NA,5,8,NA,"6",NA,21.295,70.331,0,1
"554","Wednesday, September 09, 2009",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Miran shah",NA,NA,NA,NA,NA,NA,10,NA,NA,NA,20.8,69.44,0,1
"555","Monday, September 14, 2009",NA,NA,"6:05","South Waziristan",33.0333,69.9,"FATA","mir ali",NA,NA,NA,NA,NA,4,8,1,"5",NA,22.705,72.869,0,1
"556","Thursday, September 24, 2009",NA,NA,"23:00","South Waziristan",33.0333,69.9,"FATA","Miran shah",NA,NA,NA,NA,NA,10,12,2,"3",NA,24.19,75.542,0,1
"557","Tuesday, September 29, 2009",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Sararogha",NA,NA,NA,NA,NA,5,12,6,"8",NA,22.16,71.888,0,1
"558","Tuesday, September 29, 2009",NA,NA,"19:30","South Waziristan",33.0333,69.9,"FATA","Miran shah",NA,NA,NA,NA,NA,4,12,NA,"2",NA,22.16,71.888,0,1
"559","Wednesday, September 30, 2009",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Miran shah",NA,NA,NA,NA,NA,NA,6,NA,NA,NA,22.43,72.374,0,1
"560","Thursday, October 15, 2009",NA,NA,"3:40","North Waziristan",32.9746,70.1455,"FATA","Miran shah",NA,NA,NA,NA,NA,4,10,NA,"9",NA,14.825,58.685,0,1
"561","Wednesday, October 21, 2009",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Spalga",NA,NA,NA,NA,NA,3,5,NA,NA,NA,11.66,52.988,0,1
"562","Saturday, October 24, 2009",NA,NA,"11:30","Bajaur  Agency",34.6833,71.5,"FATA","Damadola",NA,NA,NA,NA,NA,22,27,NA,"8",NA,19.145,66.461,0,1
"563","Thursday, November 05, 2009",NA,NA,"1:30","North Waziristan",32.9746,70.1455,"FATA","mir ali",NA,NA,NA,NA,NA,4,6,NA,"8",NA,14.735,58.523,0,1
"564","Wednesday, November 18, 2009",NA,NA,"23:00","North Waziristan",32.9746,70.1455,"FATA","Mir Ali",NA,NA,NA,NA,NA,4,5,NA,"4",NA,5.025,41.045,0,1
"565","Friday, November 20, 2009",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Mir Ali",NA,NA,NA,NA,NA,8,10,NA,"2",NA,8.23,46.814,0,1
"566","Tuesday, December 08, 2009",NA,NA,"6:20","North Waziristan",32.9746,70.1455,"FATA","Spalga",NA,NA,NA,NA,NA,NA,3,NA,"3",NA,3.95,39.11,0,1
"567","Thursday, December 10, 2009",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Laddha",NA,NA,NA,NA,NA,6,10,NA,"8",NA,3.005,37.409,0,1
"568","Thursday, December 17, 2009",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Datta Khel",NA,NA,NA,NA,NA,2,2,NA,NA,NA,3.53,38.354,0,1
"569","Friday, December 18, 2009",NA,NA,"3:50","North Waziristan",32.9746,70.1455,"FATA","Datta Khel",NA,NA,NA,NA,NA,2,8,NA,"8",NA,2.82,37.076,0,1
"570","Friday, December 18, 2009",NA,NA,"15:30","North Waziristan",32.9746,70.1455,"FATA","Datta Khel",NA,NA,NA,NA,NA,5,8,5,"8",NA,2.82,37.076,0,1
"571","Saturday, December 26, 2009",NA,NA,"19:00","North Waziristan",32.9746,70.1455,"FATA","Miran shah",NA,NA,NA,NA,NA,3,13,2,"3",NA,3.46,38.228,0,1
"572","Thursday, December 31, 2009",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Miran shah",NA,NA,NA,NA,NA,3,4,NA,"2",NA,5.87,42.566,0,1
"573","Friday, January 01, 2010",NA,NA,"8:50","North Waziristan",32.9746,70.1455,"FATA","Nawana",NA,NA,NA,NA,NA,NA,2,NA,"3",NA,4.855,40.739,0,1
"574","Sunday, January 03, 2010",NA,NA,"20:30","North Waziristan",32.9746,70.1455,"FATA","Mosaki village-near Mir Ali",NA,NA,NA,NA,NA,NA,5,3,"4",NA,4.855,40.739,0,1
"575","Wednesday, January 06, 2010",NA,NA,"16:00","North Waziristan",32.9746,70.1455,"FATA","Sanzalai-Datta Khel",NA,NA,NA,NA,NA,13,25,NA,"6",NA,6.26,43.268,0,1
"576","Friday, January 08, 2010",NA,NA,"10:00","North Waziristan",32.9746,70.1455,"FATA","Tappi Village",NA,NA,NA,NA,NA,4,10,2,"9",NA,4.175,39.515,0,1
"577","Saturday, January 09, 2010",NA,NA,"11:00","North Waziristan",32.9746,70.1455,"FATA","Ismail Khan",NA,NA,NA,NA,NA,3,4,NA,"6",NA,3.58,38.444,0,1
"578","Thursday, January 14, 2010",NA,NA,"6:30","South waziristan",33.0333,69.9,"FATA","Shakoi",NA,NA,NA,NA,NA,10,15,NA,"7",NA,3.43,38.174,0,1
"579","Friday, January 15, 2010",NA,NA,"","South waziristan",33.0333,69.9,"FATA","Mir Ali",NA,NA,NA,NA,NA,6,20,NA,"8",NA,5.63,42.134,0,1
"580","Sunday, January 17, 2010",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","shaktoi ",NA,NA,NA,NA,NA,15,20,NA,NA,NA,5.57,42.026,0,1
"581","Tuesday, January 19, 2010",NA,NA,"18:30","North Waziristan",32.9746,70.1455,"FATA","Booya Village",NA,NA,NA,NA,NA,5,6,NA,"4",NA,6.12,43.016,0,1
"582","Friday, January 29, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Mohammad Khel",NA,NA,NA,NA,NA,5,15,NA,"4",NA,1.82,35.276,0,1
"583","Tuesday, February 02, 2010",NA,NA,"17:30","North Waziristan",32.9746,70.1455,"FATA","Datta Khel- Degan- Kamar",NA,NA,NA,NA,NA,16,17,NA,"8",NA,1.06,33.908,0,1
"584","Sunday, February 14, 2010",NA,NA,"3:30","North Waziristan",32.9746,70.1455,"FATA","Mir Ali",NA,NA,NA,NA,NA,4,7,3,"4",NA,3.185,37.733,0,1
"585","Monday, February 15, 2010",NA,NA,"14:00","North Waziristan",32.9746,70.1455,"FATA","Tappi village- 15 km east of Miranshah",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,-1.24,29.768,0,1
"586","Wednesday, February 17, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Tappi Village",NA,NA,NA,NA,NA,3,4,NA,"2",NA,0.680000000000001,33.224,0,1
"587","Thursday, February 18, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Dande Darpakhel",NA,NA,NA,NA,NA,1,4,NA,NA,NA,5.18,41.324,0,1
"588","Wednesday, February 24, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Darga Mandi",NA,NA,NA,NA,NA,8,9,NA,"6",NA,8.915,48.047,0,1
"589","Monday, March 08, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","miran shah",NA,NA,NA,NA,NA,NA,5,3,"4",NA,9.855,49.739,0,1
"590","Wednesday, March 10, 2010",NA,NA,"21:20","North Waziristan",32.9746,70.1455,"FATA","miran shah",NA,NA,NA,NA,NA,12,14,NA,"5",NA,12.135,53.843,0,1
"591","Tuesday, March 16, 2010",NA,NA,"12:45","North Waziristan",32.9746,70.1455,"FATA","datta khel",NA,NA,NA,NA,NA,8,11,2,"7",NA,15.3,59.54,0,1
"592","Tuesday, March 16, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","tol Khel",NA,NA,NA,NA,NA,NA,6,NA,"22",NA,15.3,59.54,0,1
"593","Wednesday, March 17, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Datta khel",NA,NA,NA,NA,NA,5,7,NA,"2",NA,16.74,62.132,0,1
"594","Wednesday, March 17, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Mada Khel",NA,NA,NA,NA,NA,3,11,NA,NA,NA,16.74,62.132,0,1
"595","Sunday, March 21, 2010",NA,NA,"17:00","North Waziristan",32.9746,70.1455,"FATA","Datta Khel",NA,NA,NA,NA,NA,NA,8,NA,"4",NA,18.455,65.219,0,1
"596","Tuesday, March 23, 2010",NA,NA,"21:00","North Waziristan",32.9746,70.1455,"FATA","miran shah",NA,NA,NA,NA,NA,NA,6,2,"3",NA,16.27,61.286,0,1
"597","Saturday, March 27, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Mir Ali",NA,NA,NA,NA,NA,NA,4,NA,"5",NA,14.455,58.019,0,1
"598","Tuesday, March 30, 2010",NA,NA,"23:00","North Waziristan",32.9746,70.1455,"FATA","Tappi Area",NA,NA,NA,NA,NA,3,5,NA,NA,NA,15.145,59.261,0,1
"599","Monday, April 12, 2010",NA,NA,"21:30","North Waziristan",32.9746,70.1455,"FATA","Datta Khel",NA,NA,NA,NA,NA,5,10,NA,NA,NA,17.72,63.896,0,1
"600","Wednesday, April 14, 2010",NA,NA,"19:00","North Waziristan",32.9746,70.1455,"FATA","Datta Khel",NA,NA,NA,NA,NA,3,5,3,"4",NA,18.55,65.39,0,1
"601","Friday, April 16, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Toorikhel",NA,NA,NA,NA,NA,NA,6,22,"25",NA,19.385,66.893,0,1
"602","Saturday, April 24, 2010",NA,NA,"21:00","North Waziristan",32.9746,70.1455,"FATA","miran shah",NA,NA,NA,NA,NA,7,9,NA,"8",NA,18.235,64.823,0,1
"603","Monday, April 26, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Khushali Toorikhel",NA,NA,NA,NA,NA,5,9,4,"10",NA,18.735,65.723,0,1
"604","Monday, May 03, 2010",NA,NA,"15:30","North Waziristan",32.9746,70.1455,"FATA","Machi Khel-Mir Ali",NA,NA,NA,NA,NA,4,7,NA,"2",NA,21.625,70.925,0,1
"605","Sunday, May 09, 2010",NA,NA,"8:00","North Waziristan",32.9746,70.1455,"FATA","Inzarkas in Datta Khel ",NA,NA,NA,NA,NA,10,11,3,"4",NA,18.065,64.517,0,1
"606","Tuesday, May 11, 2010",NA,NA,"6:00","North Waziristan",32.9746,70.1455,"FATA","Doga- Datta Khel",NA,NA,NA,NA,NA,14,15,4,"8",NA,18.98,66.164,0,1
"607","Tuesday, May 11, 2010",NA,NA,"14:00","North Waziristan",32.9746,70.1455,"FATA","Gurwak",NA,NA,NA,NA,NA,7,14,3,"4",NA,18.98,66.164,0,1
"608","Saturday, May 15, 2010",NA,NA,"","Khyber Agency",34.0983,71.1481,"FATA","Tirah valley",NA,NA,NA,NA,NA,13,15,4,"9",NA,29.415,84.947,0,1
"609","Friday, May 21, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Muhammad Khel",NA,NA,NA,NA,NA,6,10,NA,NA,NA,23.385,74.093,0,1
"610","Friday, May 28, 2010",NA,NA,"12:00","South Waziristan",33.0333,69.9,"FATA","Mizai Narai",NA,NA,NA,NA,NA,8,11,2,"4",NA,21.705,71.069,0,1
"611","Thursday, June 10, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Khadi village",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,20.61,69.098,0,1
"612","Friday, June 11, 2010",NA,NA,"7:30","North Waziristan",32.9746,70.1455,"FATA","Bahadar Khel village- Dattakhel",NA,NA,NA,NA,NA,11,15,7,"12",NA,22.465,72.437,0,1
"613","Saturday, June 19, 2010",NA,NA,"9:30","North Waziristan",32.9746,70.1455,"FATA","Haider Khel-Mir Ali",NA,NA,NA,NA,NA,11,16,3,"19",NA,26.965,80.537,0,1
"614","Saturday, June 26, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Khushali khel village- Mir Ali",NA,NA,NA,NA,NA,2,4,1,"3",NA,24.845,76.721,0,1
"615","Sunday, June 27, 2010",NA,NA,"15:30","North Waziristan",32.9746,70.1455,"FATA","Tabbi Tolkhel-4 km north of MiranShah",NA,NA,NA,NA,NA,5,6,NA,"2",NA,26.11,78.998,0,1
"616","Tuesday, June 29, 2010",NA,NA,"7:00","South Waziristan",33.0333,69.9,"FATA","Kari Kot",NA,NA,NA,NA,NA,6,8,NA,NA,NA,24.28,75.704,0,1
"617","Thursday, July 15, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Misermada Khel- MiranShah",NA,NA,NA,NA,NA,NA,7,NA,NA,NA,25.66,78.188,0,1
"618","Saturday, July 24, 2010",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Dwasarak- 40km west of Wana",NA,NA,NA,NA,NA,16,18,NA,NA,NA,24.5,76.1,0,1
"619","Sunday, July 25, 2010",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","shaktoi",NA,NA,NA,NA,NA,3,6,4,"5",NA,25.625,78.125,0,1
"620","Sunday, July 25, 2010",NA,NA,"11:30","South Waziristan",33.0333,69.9,"FATA","shaktoi",NA,NA,NA,NA,NA,4,5,NA,"5",NA,25.625,78.125,0,1
"621","Sunday, July 25, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","MiranShah",NA,NA,NA,NA,NA,3,4,NA,"2",NA,26.055,78.899,0,1
"622","Saturday, August 14, 2010",NA,NA,"9:30","North Waziristan",32.9746,70.1455,"FATA","Issori village- Mir Ali",NA,NA,NA,NA,NA,12,13,4,"6",NA,24.505,76.109,0,1
"623","Saturday, August 21, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","KutabKhel- 3km south of MiranShah",NA,NA,NA,NA,NA,4,6,NA,NA,NA,27.45,81.41,0,1
"624","Monday, August 23, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Danday Darpa Khel- 5km from Miran Shah",NA,NA,NA,NA,NA,5,12,5,"15",NA,26.91,80.438,0,1
"625","Monday, August 23, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Dera Mandi",NA,NA,NA,NA,NA,5,11,NA,"4",NA,26.91,80.438,0,1
"626","Friday, August 27, 2010",NA,NA,"11:30","Kurram Agency",33.8167,69.9667,"FATA","Shaheedano- Badshah Kot- Talokonj",NA,NA,NA,NA,NA,6,9,NA,NA,NA,23.485,74.273,0,1
"627","Friday, September 03, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","MiranShah",NA,NA,NA,NA,NA,6,9,3,"8",NA,25.25,77.45,0,1
"628","Friday, September 03, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Datta Khel",NA,NA,NA,NA,NA,3,4,NA,"4",NA,25.25,77.45,0,1
"629","Monday, September 06, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Khar Qamar",NA,NA,NA,NA,NA,NA,5,NA,"4",NA,23.825,74.885,0,1
"630","Wednesday, September 08, 2010",NA,NA,"6:30","North Waziristan",32.9746,70.1455,"FATA","Danday darpakhel- 3 km west of miranshah bazar",NA,NA,NA,NA,NA,6,10,NA,"2",NA,23.44,74.192,0,1
"631","Wednesday, September 08, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Ambor Shaga",NA,NA,NA,NA,NA,NA,4,NA,"1",NA,23.44,74.192,0,1
"632","Wednesday, September 08, 2010",NA,NA,"21:00","North Waziristan",32.9746,70.1455,"FATA","Darga Mandi- Miran Shah",NA,NA,NA,NA,NA,4,6,NA,"2",NA,23.44,74.192,0,1
"633","Thursday, September 09, 2010",NA,NA,"4:30","North Waziristan",32.9746,70.1455,"FATA","Machus Camp- Miran shah",NA,NA,NA,NA,NA,4,6,NA,"5",NA,22.25,72.05,0,1
"634","Sunday, September 12, 2010",NA,NA,"6:15","North Waziristan",32.9746,70.1455,"FATA","Newey Adda village in Datta Khel- near Miranshah",NA,NA,NA,NA,NA,4,5,NA,"2",NA,22.35,72.23,0,1
"635","Tuesday, September 14, 2010",NA,NA,"6:00","North Waziristan",32.9746,70.1455,"FATA","Bush Narai",NA,NA,NA,NA,NA,8,12,NA,"3",NA,18.59,65.462,0,1
"636","Tuesday, September 14, 2010",NA,NA,"19:00","North Waziristan",32.9746,70.1455,"FATA","KutabKhel-MiranShah",NA,NA,NA,NA,NA,4,5,NA,NA,NA,18.59,65.462,0,1
"637","Wednesday, September 15, 2010",NA,NA,"16:30","North Waziristan",32.9746,70.1455,"FATA","Danday Darpa Khel- Miran Shah",NA,NA,NA,NA,NA,12,14,NA,NA,NA,20.065,68.117,0,1
"638","Wednesday, September 15, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Datta Khel",NA,NA,NA,NA,NA,5,7,NA,"3",NA,20.065,68.117,0,1
"639","Sunday, September 19, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Datta Khel",NA,NA,NA,NA,NA,NA,5,NA,"3",NA,16.995,62.591,0,1
"640","Monday, September 20, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Datta Khel",NA,NA,NA,NA,NA,5,9,3,"4",NA,18.38,65.084,0,1
"641","Tuesday, September 21, 2010",NA,NA,"17:30","South Waziristan",33.0333,69.9,"FATA","Khund",NA,NA,NA,NA,NA,7,8,NA,"4",NA,17.895,64.211,0,1
"642","Tuesday, September 21, 2010",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Azam Warsak Village",NA,NA,NA,NA,NA,5,12,NA,"8",NA,17.895,64.211,0,1
"643","Tuesday, September 21, 2010",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Azam Warsak Village",NA,NA,NA,NA,NA,NA,8,NA,NA,NA,17.895,64.211,0,1
"644","Saturday, September 25, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Datta Khel",NA,NA,NA,NA,NA,NA,4,NA,"4",NA,19.375,66.875,0,1
"645","Sunday, September 26, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Manada khel- Darmano road- and Lawar Mandi in Datta Khel",NA,NA,NA,NA,NA,9,12,NA,"4",NA,18.23,64.814,0,1
"646","Monday, September 27, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Khshali ToorKhel- southeast of Miran Shah",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,19.395,66.911,0,1
"647","Tuesday, September 28, 2010",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Zeba Village-Wana",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,18.97,66.146,0,1
"648","Saturday, October 02, 2010",NA,NA,"10:00","North Waziristan",32.9746,70.1455,"FATA","Kasra madda khel-and  Tirmara-in Datta khel",NA,NA,NA,NA,NA,17,18,3,"4",NA,19.685,67.433,0,1
"649","Monday, October 04, 2010",NA,NA,"12:00","North Waziristan",32.9746,70.1455,"FATA","Mir Ali",NA,NA,NA,NA,NA,8,9,NA,"2",NA,21.1,69.98,0,1
"650","Wednesday, October 06, 2010",NA,NA,"17:00","North Waziristan",32.9746,70.1455,"FATA","MiranShah Bazaar",NA,NA,NA,NA,NA,5,6,NA,"2",NA,19.29,66.722,0,1
