"","�..eventid","iyear","imonth","iday","approxdate","extended","resolution","country","country_txt","region","region_txt","provstate","city","latitude","longitude","specificity","vicinity","location","summary","crit1","crit2","crit3","doubtterr","alternative","alternative_txt","multiple","success","suicide","attacktype1","attacktype1_txt","attacktype2","attacktype2_txt","attacktype3","attacktype3_txt","targtype1","targtype1_txt","targsubtype1","targsubtype1_txt","corp1","target1","natlty1","natlty1_txt","targtype2","targtype2_txt","targsubtype2","targsubtype2_txt","corp2","target2","natlty2","natlty2_txt","targtype3","targtype3_txt","targsubtype3","targsubtype3_txt","corp3","target3","natlty3","natlty3_txt","gname","gsubname","gname2","gsubname2","gname3","ingroup","ingroup2","ingroup3","gsubname3","motive","guncertain1","guncertain2","guncertain3","nperps","nperpcap","claimed","claimmode","claimmode_txt","claim2","claimmode2","claimmode2_txt","claim3","claimmode3","claimmode3_txt","compclaim","weaptype1","weaptype1_txt","weapsubtype1","weapsubtype1_txt","weaptype2","weaptype2_txt","weapsubtype2","weapsubtype2_txt","weaptype3","weaptype3_txt","weapsubtype3","weapsubtype3_txt","weaptype4","weaptype4_txt","weapsubtype4","weapsubtype4_txt","weapdetail","nkill","nkillus","nkillter","nwound","nwoundus","nwoundte","property","propextent","propextent_txt","propvalue","propcomment","ishostkid","nhostkid","nhostkidus","nhours","ndays","divert","kidhijcountry","ransom","ransomamt","ransomamtus","ransompaid","ransompaidus","ransomnote","hostkidoutcome","hostkidoutcome_txt","nreleased","addnotes","scite1","scite2","scite3","dbsource","INT_LOG","INT_IDEO","INT_MISC","INT_ANY","related"
"89422",200811190012,2008,11,19,"",0,"",153,"Pakistan",6,"South Asia","Federally Administered Tribal Areas","Bajaur district",34.856902,71.429936,3,0,"The bombing occurred at a mosque in the Mamond Tehsil area of Bajaur, Federally Administered Tribal Areas, Pakistan.","11/19/2008: On Wednesday, a suicide bomber attacked a mosque where government-backed anti-militant tribesman were praying in the Mamond Tehsil area of Bajaur, Federally Administered Tribal Areas, Pakistan. Eight members of the group were killed, including the leader of the group, and six others were wounded. No one claimed responsibility for the incident.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",15,"Religious Figures/Institutions",86,"Place of Worship","","Anti-militant tribesmen at a mosque",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","The specific motive for the attack is unknown.",0,NA,NA,-99,0,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","A suicide bomber was used in the attack.",9,0,1,6,0,0,-9,4,"Unknown",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"","Cable News Network, ""Suicide Bomber Attacks Pakistani Mosque,"" Lexis Nexis, Cable News Network, November 20, 2008.","Ishtiaq Mashud, ""Blast Kills Eight Mourners at Pakistani Funeral,"" Associated Press, November 22, 2008.","","ISVG",-9,-9,0,-9,""
"89433",200811200010,2008,11,20,"",0,"",153,"Pakistan",6,"South Asia","Federally Administered Tribal Areas","Bajaur district",34.856902,71.429936,3,0,"Mamoond area","11/20/2008: On Thursday, a suicide bomber entered a mosque and detonated his device killing the chief of a tribal Lashkar and eight other people in the Mamoond area of Bajaur, Federally Administered Tribal Areas, Pakistan. Four other people were wounded in the explosion. No group has claimed responsibility for the attack.",1,1,1,0,NA,".",0,1,1,1,"Assassination",3,"Bombing/Explosion",NA,".",15,"Religious Figures/Institutions",86,"Place of Worship","","A mosque",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","The specific motive for the attack is unknown.",0,NA,NA,-99,0,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","A suicide bomber was used in the attack.",10,0,1,4,0,0,-9,4,"Unknown",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"","Jane's Intelligence, ""Suicide Bomber Kills Tribal Leader and Family in Pakistan's FATA,"" Terrorism Watch Report, November 21, 2008.","Associated Press of Pakistan, ""Nine Killed, Four Injured in Bajaur Explosion,"" Associated Press of Pakistan, November 20, 2008.","Anwarullah Khan, ""Bajaur Suicide Blast Kills Nine,"" Dawn, November 20, 2008.","ISVG",-9,-9,0,-9,""
"89701",200812090011,2008,12,9,"",0,"",153,"Pakistan",6,"South Asia","North-West Frontier Province","Buner district",34.396497,72.615832,3,1,"","12/09/2008: On Tuesday, a suicide bomber, targeting a congregation of Eid prayer to be performed at an open-air mosque at 0900, detonated 25 meters from the target in the Nari Oba area of Buner, North West Frontier, Pakistan. The suicide bomber and one other were killed in the explosion and four others were injured. The Tehrik-i-Taliban Pakistan claimed responsibility.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",15,"Religious Figures/Institutions",86,"Place of Worship","","The targets were private citizens.",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Tehrik-i-Taliban Pakistan (TTP)","","","","",20442,NA,NA,"","The specific motive for the attack is unknown.",0,NA,NA,-99,0,1,10,"Unknown",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","The explosive was a bodily carried suicide improvised explosive device.",2,0,1,4,0,0,0,NA,".",NA,"",0,NA,NA,NA,NA,"","",-9,NA,NA,NA,NA,"",NA,".",NA,"","News International, "" Child Killed in Botched Suicide Hit in Buner,"" http://www.thenews.com.pk/top_story_detail.asp?Id=18912 (December 12, 2008).","National Counterterrorism Center, ""One Child Killed, Four Others Injured in Suicide IED Attack by TTP in Buner, North-West Frontier, Pakistan,"" Worldwide Incidents Tracking System, November 24, 2009.","South Asia Terrorism Portal, ""Child Killed In Premature Suicide Blast In NWFP,"" http://www.satp.org/satporgtp/detailed_news.asp?date1=12/12/2008#3 (December 12, 2008).","ISVG",0,0,0,0,""
"89973",200812280017,2008,12,28,"",0,"",153,"Pakistan",6,"South Asia","North-West Frontier Province","Shalbandi",34.500469,72.521992,1,0,"At a polling station in the Shal Bandai school in the Shalbandi village in Buner.","12/28/2008: On Sunday, a suicide car bomber detonated his vehicle outside a polling station set up in the Shal Bandai school in Shalbandi village in Buner, North West Frontier, Pakistan. A polling for by-elections for NA-28 constituency Buner was underway when the bomber rammed his explosive laden vehicle at the polling station of ANP candidate. The blast occurred about 90 minutes after polling had started. The blast killed 23 people and injured 16. Two policemen, a volunteer and five children were among the victims. Some of the deceased are identified as Ismail Khan, Nawab, Hazarat Rehman, constable Bahadar Zaib and Pervez Khan. The injured were rushed to the district headquarters hospital for treatment where the condition of some of the victims was stated to be in danger; while some of the critically injured were shifted to Peshawar and Mardan for proper treatment. The bomber was driving a Suzuki carry van. The front wall of the school and an adjoining market and were destroyed and a mosque and several houses were damaged. According to witnesses, the bomber was about 18 years old. The Swat unit of theTehrik-e-Taliban claimed responsibility for the attack and said that the attack had been carried out to avenge the killling of six members in the area four months ago.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",2,"Government (General)",19,"Election-related","Shal Bandi School","A polling station in the Shal Bandi government school",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Tehrik-i-Taliban Pakistan (TTP)","","","","",20442,NA,NA,"","The attack was carried out to avenge the killing of six of their members in the area four months ago.",0,NA,NA,1,0,1,10,"Unknown",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",15,"Vehicle",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","A Suzuki carry van was used in the attack.",24,0,1,16,0,0,1,3,"Minor (likely < $1 million)",NA,"The front wall of the school and an adjoining market and were destroyed and a mosque and several houses were damaged in the attack.",0,NA,NA,NA,NA,"","",-9,NA,NA,NA,NA,"",NA,".",NA,"The most recent available sources listed the fatalities for this attack from 23 to 30 to 41, and the injuries for this attack from 16 to 20, so the majority casualty figures have been used in order to preserve statistical accuracy in the database.","Associated Press of Pakistan, ""Death Toll in Buner Blast Reaches to 23: Police,"" http://www.app.com.pk/en_/index.php?option=com_content&task=view&id=63239&Itemid=38 (December 28, 2008).","Deutsche Presse-Agentur, ""Suicide Car Bomber Kills 30 at Pakistan Polling Station,"" LexisNexis Academic, Deutsche Press-Agentur, December 28, 2008.","Press Trust of India, ""23 Killed as Suicide Bomber Strikes at Polling Station in Pak,"" LexisNexis Academic, Press Trust of India, December 28, 2008.","ISVG",0,0,0,0,""
"90084",200901040019,2009,1,4,"",0,"",153,"Pakistan",6,"South Asia","North-West Frontier Province","Dera Ismail Khan",31.82851,70.907234,1,0,"","01/04/2009: On Sunday, in Dera Ismail Khan, North West Frontier, Pakistan, a 16 year-old suicide bomber targeted a police rescue vehicle responding to an earlier blast at the Polytechnic College. Ten people were killed and 21 were wounded. No damage or motive were reported. No group has claimed responsibility for the attack.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",3,"Police",23,"Police Patrol (including vehicles and convoys)","Pakistan emergency response.","A police rescue vehicle was the target.",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","The specific motive for the attack was to attack the rescue vehicle responding to a previous bombing in the area.",0,NA,NA,1,0,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","A suicide improvised explosive device was used in the attack.",11,0,1,21,0,0,-9,NA,".",NA,"It is unknown if any property was damaged in this attack.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"The most recent available sources listed the fatalities for this attack from seven to ten, and the injuries for this attack from 21 for the specific incident and 25 overall for the two bombings, so the majority casualty figures for the specific incident have been used in order to preserve statistical accuracy in the database.","Xinhua, ""Seven Killed In Northwest Pakistan Blasts,"" Xinhua, January 04, 2009.","Xinhua News Agency, ""Death Toll From Pakistan Blasts Reaches Ten,"" LexisNexis Academic, Xinhua News Agency, January 04, 2009.","The News Online, ""Pakistan: 16-Year Old Bomber Said Blew Himself Up in Dera Ismail Khan; Ten People Killed,"" World News Connection, The News Online, January 05, 2009.","ISVG",-9,-9,0,-9,""
"90487",200902050017,2009,2,5,"",0,"",153,"Pakistan",6,"South Asia","Punjab","Dera Ghazi Khan",30.034319,70.639676,1,1,"","02/05/2009: On Thursday evening, at 1835, in Dera Ghazi Khan, Punjab, Pakistan, a suicide bomber detonated an improvised explosive device targeting a Muslim religious procession, killing 32 civilians and wounding 48 others. There was no damage reported and no group claimed responsibility.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","","Civilians",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","The specific motive for the attack is unknown.",0,NA,NA,0,-99,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","An improvised explosive device was used in the attack.",33,0,1,48,0,0,-9,NA,".",NA,"It Is unknown if the attack caused any property damage.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"","APP, ""30 Killed, 48 Injured In DG Khan Blast, Say Rescue 1122 Official,"" http://www.app.com.pk/en_/index.php?option=com_content&task=view&id=67175&Itemid=38 (February 05, 2009)","National Counterterrorism Center, ""Thirty Civilians, Two Children Killed, Forty-Eight Civilians Wounded in Suicide IED Attack in Dera Ghazi Khan, Punjab, Pakistan,"" Worldwide Incidents Tracking System, December 14, 2009.","APP, ""Death-Toll Rises To 32 In DG Khan Bomb Blast,"" http://www.app.com.pk/en_/index.php?option=com_content&task=view&id=67202&Itemid=38 (February 06, 2009)","ISVG",-9,-9,0,-9,""
"90499",200902060013,2009,2,6,"",0,"",153,"Pakistan",6,"South Asia","North-West Frontier Province","Jamrud",34.00161,71.381807,1,0,"On the Teddy Bazaar bridge in the Sha Zaman Kalay area.","02/06/2009: On Friday morning, in Jamrud, Federally Administered Tribal Area, Pakistan, a suicide bomber in a van exploded on Teddy Bazaar bridge in the Sha Zaman Kalay area, killing three civilians and wounding six others. There was no damage reported and no group has claimed responsibility.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",19,"Transportation",103,"Bridge/Car Tunnel","","The Teddy Bazaar bridge",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","The specific motive for the attack is unknown.",0,NA,NA,0,0,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",15,"Vehicle",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","An improvised explosive device was used in the attack.",4,NA,1,6,NA,0,-9,NA,".",NA,"It Is unknown if the attack caused any property damage.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"","thearynews.com, ""Bomber Blown Up Vehicle In Jamrud, Four Hurt,"" http://www.thearynews.com/english/newsdetail.asp?nid=21513 (February 06, 2009)","onlinenews.com.pk, ""Three Killed, Six Injured In Jamroad Suicide Attack,"" http://onlinenews.com.pk/details.php?id=140394 (February 09, 2009)","","ISVG",-9,-9,0,-9,""
"90695",200902200010,2009,2,20,"",0,"",153,"Pakistan",6,"South Asia","North-West Frontier Province","Dera Ismail Khan",31.82851,70.907234,1,0,"","02/20/2009: On Friday, a suicide bomber detonated his device targetting a Shiite funeral procession in Dera Ismail Khan, North West Frontier, Pakistan. The blast killed 27 and wounded 65. The suicide bomber was dropped off by a motorcyclist and then ran among the mourners before detonating his explosives.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",20,"Unknown",NA,".","","",NA,".",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","The specific motive for the attack is unknown.",0,NA,NA,1,-99,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","",27,NA,1,65,NA,0,-9,NA,".",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"","","","","ISVG",-9,-9,-9,-9,""
"90704",200902210010,2009,2,21,"",0,"",153,"Pakistan",6,"South Asia","North-West Frontier Province","Dera Ismail Khan",31.82851,70.907234,1,0,"","02/21/2009: On Saturday, four people were killed when a suicide vehicle-borne improvised explosive device exploded in Dera Ismail Khan, North West Frontier, Pakistan. No group has claimed responsibility.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","","Civilians",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","The specific motive for the attack is unknown.",0,NA,NA,1,0,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",15,"Vehicle",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","A suicide vehicle-borne improvised explosive device was used in the attack.",5,0,1,0,0,0,-9,NA,".",NA,"It Is unknown if the attack caused any property damage.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"","BBC Monitoring South Asia, ""Car Blast Kills Four in Pakistan Northwest,"" LexisNexis Academic, BBC Monitoring South Asia, February 21, 2009.","BBC Monitoring South Asia, ""Car Blast Kills Four in Pakistan Northwest,"" LexisNexis Academic, BBC Monitoring South Asia, February 21, 2009.","Bi Mingxin, ""Four Killed in Blast in NW Pakistan,"" Xinhua News Agency, February 21, 2009, http://news.xinhuanet.com/english/2009-02/21/content_10861669.htm.","ISVG",-9,-9,0,-9,""
"90778",200903020002,2009,3,2,"",0,"",153,"Pakistan",6,"South Asia","Balochistan","Pishin",30.581926,66.998537,1,0,"In Pishin, Balochistan, Pakistan.","03/02/2009: On Monday, a suicide bomber detonated his device at a girls' madrassa targeting Maulana Sherani, a senior leader of the Jamiat Ulema-e-Islam-Fazl (JUI-F), in Pishin, Balochistan, Pakistan. Six people were killed and 12 wounded. The government official was not harmed.  No group claimed responsibility. A second bomber was seen fleeing the scene following the explosion. Two suspects were arrested in connection with the blast.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",2,"Government (General)",18,"Government Personnel (excluding police, military)","Pakistan Government","Government officials of the Jamiat Ulema-e-Islam-Fazl",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","The specific motive for the attack is unknown.",0,NA,NA,-99,2,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","A suicide bomber was used in the attack.",6,0,1,12,0,0,-9,4,"Unknown",NA,"It Is unknown if the attack caused any property damage.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"","South Asia Terrorism Portal, ""Six Persons Killed in Suicide Attack at Madrassa in Balochistan,"" http://www.satp.org/satporgtp/detailed_news.asp?date1=3/3/2009#2 (March 3, 2009).","Daily Times, ""Six Killed in Pishin Girlsâ Madrassa Suicide Blast,"" Daily Times, March 3, 2009, http://www.dailytimes.com.pk/default.asp?page=2009\03\03\story_3-3-2009_pg1_6.","National Counterterrorism Center, ""Six Civilians Killed, 12 Others Wounded in Suicide Improvised Explosive Device Attack in Pishin, Balochistan, Pakistan,"" Worldwide Incidents Tracking System, December 18, 2009.","ISVG",-9,-9,0,-9,""
"90886",200903110012,2009,3,11,"",0,"",153,"Pakistan",6,"South Asia","North-West Frontier Province","Peshawar",34.009667,71.579994,1,0,"","03/11/2009: On Wednesday, two unidentified militants forced their way into a house and detonated one of their suicide vests in Peshawar, North West Frontier, Pakistan. The militants and three others were killed in the explosion and two others were injured. No group has claimed responsibility.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",14,"Private Citizens & Property",76,"House/Apartment/Residence","","A house",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","The specific motive for the attack is unknown.",0,NA,NA,0,0,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","Unknown explosives were used in the attack.",5,0,2,2,0,0,1,NA,".",NA,"The attack caused an unknown amount of property damage to a house.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"","Agence France Presse / AFP, ""4 Dead in Bid to Kill Pakistan Minister,"" Agence France Presse / AFP, http://www.thewest.com.au/aapstory.aspx?StoryName=557474 (March 12, 2009).","South Asia Terrorism Portal, ""Six Persons Killed In Failed Assassination Attempt On Senior NWFP Minister In Peshawar,"" http://www.satp.org/satporgtp/detailed_news.asp?date1=3/12/2009#2 (March 12, 2009).","National Counterterrorism Center, ""Four Civilians Killed, Two Civilians, One Police Officer, One Child Wounded in Armed and Suicide Improvised Explosive Device Attack in Peshawar, North-West Frontier, Pakistan,"" Worldwide Incidents Tracking System (December 21, 2009).","ISVG",-9,-9,0,-9,""
